fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.1,0.21,0.19,1.4,46,51.0,131.0,0.99184,3.22,0.39,10.5,5
7.0,0.24,0.26,1.7,41,31.0,110.0,0.99142,3.2,0.53,11.0,6
6.8,705,0.25,3.2,48,10.0,57.0,996,3.36,0.52,9.5,4
6.9,0.19,0.49,6.6,36,49.0,172.0,0.9932,3.2,0.27,11.5,6
5.7,0.21,0.32,0.9,38,38.0,121.0,0.99074,3.24,0.46,10.6,6
9.0,0.26,0.34,6.7,29,21.0,162.0,0.99497,3.08,0.5,10.6,6
7.5,0.29,0.67,8.1,37,53.0,166.0,0.9966,2.9,0.41,8.9,6
6.6,0.22,0.29,14.4,46,39.0,118.0,0.99834,3.05,0.5,9.1,6
5.2,0.24,0.45,3.8,27,21.0,128.0,992,3.55,0.49,11.2,8
6.3,0.27,0.25,5.8,38,52.0,155.0,995,3.28,0.38,9.4,6
6.3,0.25,0.53,1.8,21,41.0,101.0,0.989315,3.19,0.31,13.0,6
9.0,0.31,0.49,6.9,34,26.0,91.0,0.9937,2.99,0.34,11.5,5
8.2,0.28,0.42,1.8,31,30.0,93.0,0.9917,3.09,0.39,11.4,5
6.4,0.14,0.28,7.9,57,21.0,82.0,0.99425,3.26,0.36,10.0,6
5.5,0.24,0.45,1.7,46,22.0,113.0,0.99224,3.22,0.48,10.0,5
7.3,0.25,0.28,1.5,43,19.0,113.0,0.99338,3.38,0.56,10.1,6
5.7,255,0.65,1.2,79,17.0,137.0,0.99307,3.2,0.42,9.4,5
7.3,0.32,0.29,1.5,38,32.0,144.0,0.99296,3.2,0.55,10.8,5
6.9,0.41,0.33,10.1,43,28.0,152.0,0.9968,3.2,0.52,9.4,5
7.2,0.22,0.35,5.5,54,37.0,183.0,0.99474,3.08,0.5,10.3,5
7.2,0.37,0.15,2.0,29,27.0,87.0,0.9903,3.3,0.59,12.6,7
6.0,0.23,0.15,9.7,48,101.0,207.0,0.99571,3.05,0.3,9.1,5
6.3,0.41,0.16,0.9,32,25.0,98.0,0.99274,3.16,0.42,9.5,5
5.7,0.16,0.32,1.2,36,7.0,89.0,0.99111,3.26,0.48,11.0,5
6.7,0.16,0.32,12.5,35,18.0,156.0,0.99666,2.88,0.36,9.0,6
7.3,0.25,0.36,2.1,34,30.0,177.0,0.99085,3.25,0.4,11.9,8
7.5,0.38,0.29,12.7,0.05,25.0,209.0,0.9986,3.25,0.59,9.3,6
6.7,0.22,0.39,10.2,38,60.0,149.0,0.99725,3.17,0.54,10.0,7
6.0,0.28,0.49,6.8,48,61.0,222.0,0.9953,3.19,0.47,9.3,5
6.4,0.39,0.21,1.2,41,35.0,136.0,0.99225,3.15,0.46,10.2,5
6.1,0.23,0.27,9.8,55,74.0,134.0,0.99534,3.16,0.4,10.2,6
7.1,0.42,0.2,2.8,38,28.0,109.0,0.98968,3.23,0.47,13.4,6
6.0,0.28,0.24,17.8,47,42.0,111.0,0.99896,3.1,0.45,8.9,6
7.4,0.27,0.28,1.8,0.04,45.0,121.0,0.99043,3.02,0.4,11.9,5
7.6,0.17,0.35,1.6,47,43.0,154.0,0.9934,3.36,0.69,11.1,6
7.4,0.31,0.26,8.6,48,47.0,206.0,0.9964,3.26,0.36,9.1,5
5.8,0.33,0.2,16.05,47,26.0,166.0,0.9976,3.09,0.46,8.9,5
6.8,0.18,0.37,1.5,27,37.0,93.0,992,3.3,0.45,10.8,6
7.1,0.28,0.28,8.5,0.03,25.0,191.0,0.99338,3.16,0.46,12.2,7
7.2,0.34,0.23,8.9,105,22.0,155.0,0.99692,3.01,0.58,9.5,5
6.8,0.34,0.1,1.4,49,29.0,118.0,0.9936,3.21,0.41,9.5,5
6.8,0.23,0.48,1.5,36,35.0,165.0,0.99162,3.18,0.45,11.3,6
5.8,0.32,0.31,2.7,49,25.0,153.0,0.99067,3.44,0.73,12.2,7
7.0,0.32,0.29,7.6,25,35.0,124.0,0.99162,3.15,0.65,12.8,7
7.8,0.3,0.29,16.85,54,23.0,135.0,0.9998,3.16,0.38,9.0,6
6.6,545,0.04,2.5,31,48.0,111.0,0.9906,3.14,0.32,11.9,5
7.9,0.22,0.45,14.2,38,53.0,141.0,0.9992,3.03,0.46,9.2,6
6.9,0.32,0.26,2.3,0.03,11.0,103.0,0.99106,3.06,0.42,11.1,6
7.2,0.21,0.36,15.7,45,68.0,183.0,0.99922,3.25,0.76,9.4,5
6.4,0.28,0.29,1.6,52,34.0,127.0,0.9929,3.48,0.56,10.5,7
7.2,0.22,0.28,7.2,0.06,41.0,132.0,0.9935,3.08,0.59,11.3,6
7.2,0.4,0.24,8.5,55,45.0,151.0,0.99626,3.2,0.52,9.2,5
6.8,0.32,0.3,1.0,49,22.0,113.0,0.99289,3.24,0.61,10.2,5
6.5,0.22,0.34,12.0,53,55.0,177.0,0.9983,3.52,0.44,9.9,6
6.9,0.34,0.49,7.3,45,61.0,206.0,0.9957,3.09,0.4,9.0,6
6.4,0.17,0.32,2.4,48,41.0,200.0,0.9938,3.5,0.5,9.7,6
6.7,0.22,0.39,1.2,49,26.0,152.0,0.99346,3.5,0.47,10.0,6
6.9,0.35,0.74,1.0,44,18.0,132.0,992,3.13,0.55,10.2,5
8.4,0.16,0.33,1.5,33,16.0,98.0,994,3.14,0.42,9.7,6
7.6,0.3,0.37,1.6,87,27.0,177.0,0.99438,3.09,0.5,9.8,5
6.8,0.25,0.34,14.0,32,47.0,133.0,0.9952,3.37,0.5,12.2,7
7.5,0.17,0.44,11.3,46,65.0,146.0,997,3.17,0.45,10.0,6
6.8,0.34,0.74,2.8,88,23.0,185.0,0.9928,3.51,0.7,12.0,6
6.9,0.29,0.3,8.2,26,35.0,112.0,0.99144,3.0,0.37,12.3,6
7.8,0.28,0.31,2.1,46,28.0,208.0,0.99434,3.23,0.64,9.8,5
6.7,0.24,0.31,2.3,44,37.0,113.0,0.99013,3.29,0.46,12.9,6
7.2,0.28,0.38,2.0,52,23.0,156.0,0.9912,3.13,0.52,11.1,5
5.6,0.49,0.13,4.5,39,17.0,116.0,0.9907,3.42,0.9,13.7,7
6.3,0.19,0.29,2.0,22,33.0,96.0,0.98902,3.04,0.54,12.8,7
6.0,0.41,0.21,1.9,0.05,29.0,122.0,0.9928,3.42,0.52,10.5,6
7.2,0.2,0.31,10.0,54,49.0,165.0,997,3.4,0.42,9.9,6
7.7,0.46,0.18,3.3,54,18.0,143.0,0.99392,3.12,0.51,10.8,6
7.2,115,0.3,6.8,56,26.0,105.0,0.9954,3.44,0.4,9.6,6
7.0,0.28,0.33,14.6,43,47.0,168.0,0.9994,3.34,0.67,8.8,6
7.8,0.28,0.34,1.6,28,32.0,118.0,0.9901,3.0,0.38,12.1,7
6.6,0.24,0.28,1.8,28,39.0,132.0,0.99182,3.34,0.46,11.4,5
11.8,0.23,0.38,11.1,34,15.0,123.0,0.9997,2.93,0.55,9.7,3
8.8,0.2,0.28,1.1,18,18.0,72.0,0.9926,2.97,0.35,10.4,5
7.0,0.33,0.78,9.9,42,21.0,251.0,0.99435,3.01,0.55,11.0,6
6.9,0.19,0.33,1.6,43,63.0,149.0,0.9925,3.44,0.52,10.8,5
7.3,0.26,0.53,12.7,47,60.5,156.0,0.9984,3.06,0.45,9.1,6
7.4,0.26,0.31,7.6,47,52.0,177.0,0.9962,3.13,0.45,8.9,6
6.9,0.58,0.58,8.2,32,29.0,169.0,0.99275,3.28,0.44,12.2,6
7.1,0.36,0.37,4.8,19,39.0,114.0,0.99036,3.08,0.49,12.7,7
7.2,0.16,0.49,1.3,37,27.0,104.0,0.9924,3.23,0.57,10.6,6
6.4,0.27,0.19,2.0,84,21.0,191.0,0.99516,3.49,0.63,9.6,4
6.7,0.18,0.31,10.6,35,42.0,143.0,0.99572,3.08,0.49,9.8,7
6.9,0.18,0.38,6.5,39,20.0,110.0,0.9943,3.1,0.42,10.5,5
6.2,255,0.27,1.3,37,30.0,86.0,0.98834,3.05,0.59,12.9,7
5.2,0.44,0.04,1.4,36,43.0,119.0,0.9894,3.36,0.33,12.1,8
7.2,0.26,0.4,6.3,47,52.0,172.0,0.99573,3.18,0.53,9.5,6
6.0,0.32,0.12,5.9,41,34.0,190.0,0.9944,3.16,0.72,10.0,5
5.2,365,0.08,13.5,41,37.0,142.0,997,3.46,0.39,9.9,6
5.6,0.13,0.27,4.8,28,22.0,104.0,0.9948,3.34,0.45,9.2,6
5.9,0.14,0.25,4.5,27,34.0,140.0,0.9934,3.49,0.51,10.8,6
7.2,0.39,0.62,11.0,47,66.0,178.0,0.9976,3.16,0.5,8.7,5
7.0,0.19,0.23,5.7,123,27.0,104.0,0.9954,3.04,0.54,9.4,6
6.3,0.3,0.34,1.6,49,14.0,132.0,994,3.3,0.49,9.5,6
6.2,0.39,0.24,4.8,37,45.0,138.0,0.99174,3.23,0.43,11.2,7
6.2,0.23,0.36,17.2,39,37.0,130.0,0.99946,3.23,0.43,8.8,6
6.7,0.18,0.24,10.3,57,64.0,185.0,0.99519,3.12,0.5,10.6,6
6.9,0.3,0.21,15.7,56,49.0,159.0,0.99827,3.11,0.48,9.0,5
6.4,0.31,0.28,1.5,37,12.0,119.0,0.9919,3.32,0.51,10.4,7
7.2,0.27,0.27,2.4,48,30.0,149.0,0.9936,3.1,0.51,9.2,6
5.9,0.22,0.38,1.3,46,24.0,90.0,0.99232,3.2,0.47,10.0,6
6.9,0.2,0.4,7.7,32,51.0,176.0,0.9939,3.22,0.27,11.4,5
5.9,0.18,0.29,4.6,32,68.0,137.0,0.99159,3.21,0.38,11.3,6
5.5,0.3,0.25,1.9,29,33.0,118.0,0.98972,3.36,0.66,12.5,6
6.3,305,0.22,16.0,61,26.0,141.0,0.99824,3.08,0.5,9.1,5
7.2,0.4,0.38,2.2,0.03,40.0,109.0,0.99075,3.27,0.46,12.6,6
6.8,0.24,0.31,18.3,46,40.0,142.0,1.0,3.3,0.41,8.7,5
5.7,0.26,0.24,17.8,59,23.0,124.0,0.99773,3.3,0.5,10.1,5
7.5,0.41,0.23,14.8,54,28.0,174.0,0.99898,3.18,0.49,9.7,5
6.1,0.29,0.27,1.7,24,13.0,76.0,0.9893,3.21,0.51,12.6,7
8.3,0.41,0.51,2.0,46,11.0,207.0,993,3.02,0.55,11.4,5
6.6,0.45,0.43,7.2,64,31.0,186.0,0.9954,3.12,0.44,9.4,5
7.6,0.23,0.34,1.6,43,24.0,129.0,0.99305,3.12,0.7,10.4,5
6.6,0.22,0.34,11.6,0.05,59.0,140.0,0.99526,3.22,0.4,10.8,5
7.6,0.18,0.49,18.05,46,36.0,158.0,0.9996,3.06,0.41,9.2,5
5.8,0.36,0.32,1.7,33,22.0,96.0,0.9898,3.03,0.38,11.2,6
10.7,0.22,0.56,8.2,44,37.0,181.0,998,2.87,0.68,9.5,6
7.2,0.16,0.26,7.1,54,41.0,224.0,0.9966,3.38,0.55,10.1,5
8.3,0.17,0.31,1.5,49,48.0,153.0,0.9942,3.12,0.58,9.4,6
5.6,0.15,0.31,5.3,38,8.0,79.0,0.9923,3.3,0.39,10.5,6
6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6
7.0,0.32,0.27,7.1,27,37.0,122.0,0.99165,3.15,0.6,12.6,7
6.4,0.41,0.01,6.1,48,20.0,70.0,0.99362,3.19,0.42,10.0,5
6.9,0.22,0.37,15.0,53,59.0,178.0,0.9992,3.37,0.82,9.5,7
7.2,0.47,0.16,5.9,48,14.0,125.0,0.99428,3.09,0.49,9.8,5
7.7,0.25,0.3,7.8,38,67.0,196.0,0.99555,3.1,0.5,10.1,5
7.8,0.3,0.74,1.8,33,33.0,156.0,991,3.29,0.52,12.8,6
7.6,0.31,0.29,10.5,0.04,21.0,145.0,0.9966,3.04,0.35,9.4,5
5.7,0.46,0.46,1.4,0.04,31.0,169.0,0.9932,3.13,0.47,8.8,5
7.4,0.28,0.3,5.3,54,44.0,161.0,0.9941,3.12,0.48,10.3,6
6.6,0.27,0.41,1.3,52,16.0,142.0,0.9951,3.42,0.47,10.0,6
9.4,0.28,0.3,1.6,45,36.0,139.0,0.99534,3.11,0.49,9.3,5
5.9,0.29,0.25,12.0,57,48.0,224.0,0.9981,3.23,0.41,9.0,6
6.5,0.3,0.32,2.0,44,34.0,90.0,0.99185,3.37,0.68,11.0,7
6.6,0.26,0.36,1.2,35,43.0,126.0,0.99094,3.01,0.63,11.4,6
6.3,0.22,0.43,4.55,38,31.0,130.0,0.9918,3.35,0.33,11.5,7
6.7,0.16,0.36,2.0,45,24.0,131.0,0.99284,3.3,0.59,10.5,6
5.7,0.22,0.28,1.3,27,26.0,101.0,0.98948,3.35,0.38,12.5,7
6.2,0.22,0.3,12.4,54,108.0,152.0,0.99728,3.1,0.47,9.5,6
6.9,0.37,0.23,9.5,57,54.0,166.0,0.99568,3.23,0.42,10.0,5
7.0,0.22,0.33,2.1,52,15.0,76.0,993,3.2,0.41,10.6,6
7.1,0.23,0.24,5.4,39,60.0,196.0,0.9948,3.19,0.78,10.0,4
7.0,0.2,0.3,6.1,37,31.0,120.0,0.9939,3.24,0.51,10.8,5
6.7,0.33,0.36,6.6,42,34.0,116.0,0.99123,2.97,0.31,12.2,8
6.6,0.13,0.3,4.9,58,47.0,131.0,0.9946,3.51,0.45,10.3,6
6.6,0.28,0.41,7.0,46,59.0,194.0,0.99558,3.14,0.48,9.4,5
6.4,0.27,0.32,4.5,0.24,61.0,174.0,0.9948,3.12,0.48,9.4,5
7.0,0.24,0.3,4.2,0.04,41.0,213.0,0.9927,3.28,0.49,11.8,6
6.0,0.29,0.41,10.8,48,55.0,149.0,0.9937,3.09,0.59,10.9666666666667,7
6.9,0.44,0.42,8.5,48,10.0,147.0,0.9974,3.32,0.46,9.5,6
6.1,0.28,0.24,19.95,74,32.0,174.0,0.99922,3.19,0.44,9.3,6
7.0,0.36,0.14,11.6,43,35.0,228.0,0.9977,3.13,0.51,8.9,5
6.1,0.22,0.4,1.85,31,25.0,111.0,0.98966,3.03,0.3,11.8,7
7.3,0.51,0.29,11.3,34,61.0,224.0,0.99683,3.14,0.56,9.5,6
7.7,0.3,0.34,1.2,48,4.0,119.0,0.99084,3.18,0.34,12.1,6
6.1,0.44,0.28,4.25,32,43.0,132.0,0.9916,3.26,0.47,11.2666666666667,7
9.2,0.23,0.35,10.7,37,34.0,145.0,0.9981,3.09,0.32,9.7,5
6.7,0.3,0.29,2.8,25,37.0,107.0,0.99159,3.31,0.63,11.3,7
5.6,0.39,0.24,4.7,34,27.0,77.0,0.9906,3.28,0.36,12.7,5
7.4,0.18,0.4,1.6,47,22.0,102.0,0.9937,3.28,0.44,10.7,5
6.0,0.25,0.4,5.7,52,56.0,152.0,0.99398,3.16,0.88,10.5,6
8.6,485,0.29,4.1,26,19.0,101.0,0.9918,3.01,0.38,12.4,5
6.4,0.28,0.23,6.0,51,50.0,162.0,994,3.15,0.52,10.2,5
5.9,0.32,0.28,4.7,39,34.0,94.0,0.98964,3.22,0.57,13.1,7
7.7,0.3,0.34,1.2,48,4.0,119.0,0.99084,3.18,0.34,12.1,6
6.3,0.3,0.91,8.2,34,50.0,199.0,0.99394,3.39,0.49,11.7,6
7.4,0.4,0.29,5.4,44,31.0,122.0,994,3.3,0.5,11.1,8
6.2,0.28,0.27,10.3,0.03,26.0,108.0,0.99388,3.2,0.36,10.7,6
6.9,0.21,0.33,1.8,34,48.0,136.0,0.9899,3.25,0.41,12.6,7
5.6,0.28,0.28,4.2,44,52.0,158.0,992,3.35,0.44,10.7,7
9.2,0.28,0.46,3.2,58,39.0,133.0,996,3.14,0.58,9.5,5
9.2,0.25,0.34,1.2,26,31.0,93.0,0.9916,2.93,0.37,11.3,7
8.8,0.24,0.23,10.3,32,12.0,97.0,0.99571,3.13,0.4,10.7,6
8.0,0.59,0.71,17.35,38,61.0,228.0,1.0,2.95,0.75,9.3,5
6.1,0.41,0.24,1.6,49,16.0,137.0,993,3.32,0.5,10.4,6
5.3,0.16,0.39,1.0,28,40.0,101.0,0.99156,3.57,0.59,10.6,6
7.6,0.2,0.26,4.5,86,37.0,133.0,0.9963,3.15,0.42,9.2,5
8.2,0.68,0.3,2.1,47,17.0,138.0,995,3.22,0.71,10.8,4
6.5,0.33,0.3,3.8,36,34.0,88.0,0.99028,3.25,0.63,12.5,7
6.2,0.35,0.29,7.3,44,56.0,244.0,0.9956,3.36,0.55,10.0,6
7.4,0.22,0.28,9.0,46,22.0,121.0,0.99468,3.1,0.55,10.8,5
6.0,0.17,0.21,6.0,0.05,26.0,134.0,0.9939,3.08,0.54,9.8,6
7.8,0.29,0.33,8.75,35,33.0,181.0,0.9962,3.11,0.46,10.7,5
7.0,0.12,0.29,10.3,39,41.0,98.0,0.99564,3.19,0.38,9.8,8
5.7,0.4,0.35,5.1,26,17.0,113.0,0.99052,3.18,0.67,12.4,6
6.7,0.2,0.24,6.5,44,28.0,100.0,0.99348,3.12,0.33,10.2,6
7.6,0.2,0.34,1.8,41,42.0,148.0,0.99335,3.35,0.66,11.1,6
7.1,0.2,0.31,7.4,53,32.0,211.0,0.99587,3.31,0.59,10.4,6
6.0,0.29,0.25,1.4,33,30.0,114.0,0.98794,3.08,0.43,13.2,6
7.2,0.21,0.36,15.7,45,68.0,183.0,0.99922,3.25,0.76,9.4,5
6.1,0.22,0.46,1.8,0.16,34.0,74.0,0.9884,3.19,0.33,13.4,6
6.4,0.26,0.26,1.1,52,22.0,176.0,0.99304,3.09,0.54,9.3,5
5.3,0.31,0.38,10.5,31,53.0,140.0,0.99321,3.34,0.46,11.7,6
6.1,0.16,0.37,1.1,31,37.0,97.0,0.9922,3.4,0.58,10.5,6
6.3,0.13,0.42,1.1,43,63.0,146.0,0.99066,3.13,0.72,11.2,7
5.8,0.3,0.23,1.5,34,37.0,121.0,0.98871,2.96,0.34,12.1,6
5.6,0.22,0.32,1.2,24,29.0,97.0,0.98823,3.2,0.46,13.05,7
7.8,0.32,0.33,10.4,31,47.0,194.0,0.99692,3.07,0.58,9.6,6
7.1,0.17,0.38,7.4,52,49.0,182.0,0.9958,3.35,0.52,9.6,6
7.6,0.2,0.31,1.4,47,41.0,142.0,0.9934,3.43,0.53,10.1,6
5.9,0.32,0.33,2.1,27,35.0,138.0,0.98945,3.37,0.42,12.7,6
6.7,0.21,0.32,5.4,47,29.0,140.0,995,3.39,0.46,9.7,6
7.3,0.24,0.39,17.95,57,45.0,149.0,0.9999,3.21,0.36,8.6,5
7.1,0.18,0.49,1.3,33,12.0,72.0,0.99072,3.05,0.53,11.3,7
8.5,0.24,0.39,10.4,44,20.0,142.0,0.9974,3.2,0.53,10.0,6
6.6,0.17,0.3,1.1,31,13.0,73.0,0.99095,3.17,0.58,11.0,6
6.0,0.25,0.4,5.7,52,56.0,152.0,0.99398,3.16,0.88,10.5,6
6.1,0.46,0.32,6.2,53,10.0,94.0,0.99537,3.35,0.47,10.1,5
6.9,0.37,0.28,13.8,31,34.0,137.0,0.9948,3.1,0.37,11.6,6
6.6,0.37,0.47,6.5,61,23.0,150.0,0.9954,3.14,0.45,9.6,6
6.7,0.3,0.45,10.6,32,56.0,212.0,997,3.22,0.59,9.5,6
6.6,0.15,0.32,6.0,33,59.0,128.0,0.99192,3.19,0.71,12.1,8
7.4,0.34,0.28,12.1,49,31.0,149.0,0.99677,3.22,0.49,10.3,5
7.6,0.22,0.28,12.0,56,68.0,143.0,0.9983,2.99,0.3,9.2,6
5.9,0.22,0.29,4.2,37,69.0,144.0,0.99214,3.13,0.74,10.8,7
7.0,0.24,0.24,9.0,0.03,42.0,219.0,0.99636,3.47,0.46,10.2,6
7.2,0.3,0.26,1.5,41,46.0,178.0,0.99154,3.19,0.56,11.3,6
6.4,0.16,0.25,1.3,47,20.0,77.0,0.9933,3.61,0.54,10.2,6
7.6,285,0.32,14.6,63,32.0,201.0,998,3.0,0.45,9.2,5
7.1,0.37,0.3,6.2,0.04,49.0,139.0,0.99021,3.17,0.27,13.6,6
6.3,0.21,0.58,10.0,81,34.0,126.0,0.9962,2.95,0.46,8.9,5
6.8,0.31,0.42,6.9,46,50.0,173.0,0.9958,3.19,0.46,9.0,5
7.7,0.24,0.27,1.8,51,52.0,190.0,0.9928,3.23,0.5,10.8,6
6.0,0.26,0.15,1.2,53,35.0,124.0,0.99347,3.08,0.46,8.8,5
6.1,0.45,0.27,0.8,39,13.0,82.0,0.9927,3.23,0.32,9.5,5
6.9,0.31,0.34,1.6,32,23.0,128.0,0.9917,3.37,0.47,11.7,6
9.0,0.29,0.34,12.1,0.03,34.0,177.0,0.99706,3.13,0.47,10.6,5
5.9,445,0.26,1.4,27,23.0,109.0,0.99148,3.3,0.36,10.5,6
5.9,0.19,0.21,1.7,45,57.0,135.0,0.99341,3.32,0.44,9.5,5
8.0,0.55,0.42,12.6,211,37.0,213.0,0.9988,2.99,0.56,9.3,5
7.4,0.33,0.26,15.6,49,67.0,210.0,0.99907,3.06,0.68,9.5,5
6.4,0.24,0.32,0.95,41,23.0,131.0,0.99033,3.25,0.35,11.8,5
6.7,0.31,0.31,9.9,0.04,10.0,175.0,0.9953,3.46,0.55,11.4,4
6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6
7.2,0.26,0.32,10.4,62,23.0,114.0,0.9966,3.23,0.49,10.5,5
6.9,0.4,0.37,8.9,53,36.0,148.0,996,3.16,0.5,9.3,5
8.8,0.2,0.43,15.0,53,60.0,184.0,1.0008,3.28,0.79,8.8,6
6.4,0.24,0.49,5.8,53,25.0,120.0,0.9942,3.01,0.98,10.5,6
7.7,0.27,0.49,1.8,41,23.0,86.0,0.9914,3.16,0.42,12.5,6
6.4,0.15,0.25,7.8,0.05,13.0,68.0,0.99394,3.16,0.4,9.9,6
7.3,0.26,0.33,11.8,57,48.0,127.0,0.99693,3.1,0.55,10.0,6
5.9,0.32,0.39,3.3,114,24.0,140.0,0.9934,3.09,0.45,9.2,6
6.1,0.3,0.32,2.2,42,41.0,142.0,0.98952,3.31,0.44,12.7,7
6.5,0.18,0.41,14.2,39,47.0,129.0,0.99678,3.28,0.72,10.3,7
8.4,0.19,0.43,2.1,52,20.0,104.0,994,2.85,0.46,9.5,5
7.1,0.21,0.28,2.7,34,23.0,111.0,0.99405,3.35,0.64,10.2,4
5.6,0.3,0.1,6.4,43,34.0,142.0,0.99382,3.14,0.48,9.8,5
8.9,0.24,0.33,15.75,35,16.0,132.0,996,3.0,0.37,12.1,6
6.7,0.18,0.19,4.7,46,57.0,161.0,0.9946,3.32,0.66,10.5,6
7.1,0.21,0.27,8.6,56,26.0,111.0,0.9956,2.95,0.52,9.5,5
8.3,0.2,0.74,4.45,44,33.0,130.0,0.9924,3.25,0.42,12.2,6
6.8,0.26,0.44,8.2,46,52.0,183.0,0.99584,3.2,0.51,9.4,5
7.4,0.21,0.27,1.2,41,27.0,99.0,0.9927,3.19,0.33,9.8,6
6.9,0.24,0.4,15.4,52,81.0,198.0,0.9986,3.2,0.69,9.4,5
7.8,0.26,0.49,3.1,45,21.0,116.0,0.9931,3.16,0.35,10.3,5
7.6,0.19,0.32,18.75,47,32.0,193.0,1.00014,3.1,0.5,9.3,7
7.8,0.31,0.4,1.6,27,20.0,87.0,0.9911,3.15,0.48,11.9,6
7.2,0.15,0.38,1.2,38,18.0,110.0,0.9917,3.19,0.43,11.1,6
6.4,0.16,0.44,1.2,51,39.0,122.0,0.99058,3.11,0.75,11.3,7
6.6,0.22,0.23,17.3,47,37.0,118.0,0.99906,3.08,0.46,8.8,6
7.2,0.25,0.19,8.0,44,51.0,172.0,0.9964,3.16,0.44,9.2,5
7.5,0.17,0.32,1.7,0.04,51.0,148.0,0.9916,3.21,0.44,11.5,7
6.8,0.24,0.29,2.0,44,15.0,96.0,0.99232,3.23,0.64,10.4,8
6.2,0.21,0.52,6.5,47,28.0,123.0,0.99418,3.22,0.49,9.9,6
6.2,0.33,0.29,1.3,42,26.0,138.0,0.9956,3.77,0.64,9.5,5
7.0,0.44,0.24,12.1,56,68.0,210.0,0.99718,3.05,0.5,9.5,5
6.0,0.35,0.51,1.2,29,10.0,102.0,0.9903,3.46,0.42,11.9,6
6.8,0.19,0.23,5.1,34,71.0,204.0,0.9942,3.23,0.69,10.1,5
7.4,0.23,0.25,1.4,49,43.0,141.0,0.9934,3.42,0.54,10.2,7
6.3,0.26,0.42,7.1,45,62.0,209.0,0.99544,3.2,0.53,9.5,6
7.3,0.27,0.39,6.7,64,28.0,188.0,0.9958,3.29,0.3,9.7,5
6.7,0.37,0.41,6.3,61,22.0,149.0,0.9953,3.16,0.47,9.6,6
7.3,0.25,0.39,6.4,34,8.0,84.0,0.9942,3.18,0.46,11.5,5
6.9,0.36,0.35,8.6,38,37.0,125.0,0.9916,3.0,0.32,12.4,8
5.3,0.58,0.07,6.9,43,34.0,149.0,0.9944,3.34,0.57,9.7,5
5.8,0.31,0.31,7.5,52,55.0,230.0,0.9949,3.19,0.46,9.8,5
6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2,4
6.7,0.41,0.34,9.2,49,29.0,150.0,0.9968,3.22,0.51,9.1,5
6.6,0.34,0.4,8.1,46,68.0,170.0,0.99494,3.15,0.5,9.53333333333333,6
7.6,0.23,0.64,12.9,33,54.0,170.0,998,3.0,0.53,8.8,5
4.8,0.33,0.0,6.5,28,34.0,163.0,0.9937,3.35,0.61,9.9,5
7.1,0.29,0.34,7.8,36,49.0,128.0,0.99397,3.21,0.4,10.7,6
6.2,0.29,0.26,13.1,46,55.0,204.0,0.99745,3.16,0.41,9.6,6
7.3,0.25,0.26,7.2,48,52.0,207.0,0.99587,3.12,0.37,9.2,5
6.7,0.28,0.28,4.5,51,14.0,92.0,0.99224,3.36,0.58,11.9,6
7.4,0.36,0.33,1.4,25,27.0,55.0,0.9915,3.21,0.33,11.2,6
7.0,0.35,0.31,1.8,69,15.0,162.0,0.9944,3.18,0.47,9.4,5
8.0,0.24,0.48,6.8,47,13.0,134.0,0.99616,3.23,0.7,10.0,5
5.8,0.36,0.5,1.0,127,63.0,178.0,0.99212,3.1,0.45,9.7,5
7.6,0.47,0.49,13.0,239,42.0,220.0,0.9988,2.96,0.51,9.2,5
6.9,0.15,0.29,2.3,33,14.0,82.0,0.99132,3.1,0.58,11.2,7
6.7,0.34,0.43,1.6,41,29.0,114.0,0.99014,3.23,0.44,12.6,6
8.7,0.23,0.32,13.4,44,35.0,169.0,0.99975,3.12,0.47,8.8,7
6.9,0.3,0.33,4.1,35,26.0,155.0,0.9925,3.25,0.79,12.3,8
6.8,0.35,0.44,6.5,56,31.0,161.0,0.9952,3.14,0.44,9.5,5
7.1,0.12,0.3,3.1,18,15.0,37.0,0.99004,3.02,0.52,11.9,7
6.1,0.23,0.45,10.6,94,49.0,169.0,0.99699,3.05,0.54,8.8,5
6.4,0.32,0.26,7.9,0.05,53.0,180.0,0.99514,3.14,0.5,9.6,5
7.1,0.29,0.49,1.2,31,32.0,99.0,0.9893,3.07,0.33,12.2,6
7.3,0.25,0.29,7.5,49,38.0,158.0,0.9965,3.43,0.38,9.6,5
8.3,0.2,0.49,1.7,38,38.0,167.0,0.9939,3.05,0.37,10.1,6
5.0,0.33,0.23,11.8,0.03,23.0,158.0,0.99322,3.41,0.64,11.8,6
6.0,0.2,0.25,2.0,41,30.0,95.0,0.99078,3.27,0.56,11.1,6
7.3,815,0.09,11.4,44,45.0,204.0,0.99713,3.15,0.46,9.0,5
5.8,0.15,0.49,1.1,48,21.0,98.0,0.9929,3.19,0.48,9.2,5
6.6,0.78,0.5,1.5,45,30.0,133.0,0.99104,3.25,0.48,11.7,5
